Refrigerant: R134a, CH2FCF3, 1,1,1,2-tetrafluoroethane
Reference: D.P.Wilson & R.S.Basu, ASHRAE Transactions 1988, Vol. 94 part 2.

T	P	Vl	Vg	Hl	Hg	R	Sl	Sg
°C	Bar	dm^3/kg	m^3/kg	kJ/kg	kJ/kg	kJ/kg	kJ/(kgK)	kJ/(kgK)
-26.80	0.983	0.7252	0.19476	165.81	381.10	215.28	0.8689	1.7428
-26.70	0.988	0.7253	0.19392	165.94	381.16	215.22	0.8694	1.7427
-26.60	0.992	0.7255	0.19309	166.06	381.22	215.16	0.8699	1.7426
-26.50	0.997	0.7257	0.19225	166.18	381.28	215.10	0.8704	1.7425
-26.40	1.001	0.7258	0.19143	166.31	381.34	215.04	0.8709	1.7424
-26.30	1.006	0.7260	0.19061	166.43	381.41	214.98	0.8714	1.7423
-26.20	1.011	0.7261	0.18979	166.55	381.47	214.92	0.8719	1.7422
-26.10	1.015	0.7263	0.18897	166.67	381.53	214.86	0.8724	1.7421
-26.00	1.020	0.7264	0.18817	166.80	381.59	214.79	0.8729	1.7420
-25.90	1.025	0.7266	0.18736	166.92	381.65	214.73	0.8734	1.7419
-25.80	1.029	0.7268	0.18656	167.04	381.71	214.67	0.8739	1.7418
-25.70	1.034	0.7269	0.18576	167.16	381.78	214.61	0.8744	1.7417
-25.60	1.039	0.7271	0.18497	167.29	381.84	214.55	0.8749	1.7416
-25.50	1.043	0.7272	0.18418	167.41	381.90	214.49	0.8754	1.7415
-25.40	1.048	0.7274	0.18340	167.53	381.96	214.43	0.8759	1.7414
-25.30	1.053	0.7275	0.18261	167.66	382.02	214.37	0.8764	1.7413
-25.20	1.058	0.7277	0.18184	167.78	382.08	214.30	0.8769	1.7412
-25.10	1.062	0.7279	0.18107	167.90	382.15	214.24	0.8774	1.7411
-25.00	1.067	0.7280	0.18030	168.03	382.21	214.18	0.8778	1.7410
-24.90	1.072	0.7282	0.17953	168.15	382.27	214.12	0.8783	1.7409
-24.80	1.077	0.7283	0.17877	168.27	382.33	214.06	0.8788	1.7408
-24.70	1.082	0.7285	0.17801	168.40	382.39	214.00	0.8793	1.7407
-24.60	1.086	0.7287	0.17726	168.52	382.46	213.94	0.8798	1.7406
-24.50	1.091	0.7288	0.17651	168.64	382.52	213.87	0.8803	1.7405
-24.40	1.096	0.7290	0.17577	168.77	382.58	213.81	0.8808	1.7404
-24.30	1.101	0.7291	0.17502	168.89	382.64	213.75	0.8813	1.7403
-24.20	1.106	0.7293	0.17429	169.01	382.70	213.69	0.8818	1.7402
-24.10	1.111	0.7295	0.17355	169.14	382.76	213.63	0.8823	1.7401
-24.00	1.116	0.7296	0.17282	169.26	382.82	213.56	0.8828	1.7400
-23.90	1.121	0.7298	0.17209	169.38	382.89	213.50	0.8833	1.7399
-23.80	1.126	0.7299	0.17137	169.51	382.95	213.44	0.8838	1.7398
-23.70	1.131	0.7301	0.17065	169.63	383.01	213.38	0.8843	1.7397
-23.60	1.136	0.7303	0.16993	169.76	383.07	213.32	0.8848	1.7396
-23.50	1.141	0.7304	0.16922	169.88	383.13	213.25	0.8853	1.7395
-23.40	1.146	0.7306	0.16851	170.00	383.19	213.19	0.8858	1.7394
-23.30	1.151	0.7307	0.16781	170.13	383.26	213.13	0.8863	1.7393
-23.20	1.156	0.7309	0.16711	170.25	383.32	213.07	0.8868	1.7392
-23.10	1.162	0.7311	0.16641	170.38	383.38	213.00	0.8872	1.7391
-23.00	1.167	0.7312	0.16571	170.50	383.44	212.94	0.8877	1.7390
-22.90	1.172	0.7314	0.16502	170.62	383.50	212.88	0.8882	1.7389
-22.80	1.177	0.7315	0.16434	170.75	383.56	212.82	0.8887	1.7388
-22.70	1.182	0.7317	0.16365	170.87	383.62	212.75	0.8892	1.7387
-22.60	1.188	0.7319	0.16297	171.00	383.69	212.69	0.8897	1.7386
-22.50	1.193	0.7320	0.16229	171.12	383.75	212.63	0.8902	1.7385
-22.40	1.198	0.7322	0.16162	171.24	383.81	212.56	0.8907	1.7384
-22.30	1.203	0.7324	0.16095	171.37	383.87	212.50	0.8912	1.7383
-22.20	1.209	0.7325	0.16028	171.49	383.93	212.44	0.8917	1.7382
-22.10	1.214	0.7327	0.15962	171.62	383.99	212.38	0.8922	1.7381
-22.00	1.219	0.7328	0.15896	171.74	384.05	212.31	0.8927	1.7380
-21.90	1.225	0.7330	0.15830	171.87	384.12	212.25	0.8932	1.7380
-21.80	1.230	0.7332	0.15765	171.99	384.18	212.19	0.8937	1.7379
-21.70	1.235	0.7333	0.15699	172.11	384.24	212.12	0.8942	1.7378
-21.60	1.241	0.7335	0.15635	172.24	384.30	212.06	0.8947	1.7377
-21.50	1.246	0.7337	0.15570	172.36	384.36	212.00	0.8951	1.7376
-21.40	1.252	0.7338	0.15506	172.49	384.42	211.93	0.8956	1.7375
-21.30	1.257	0.7340	0.15442	172.61	384.48	211.87	0.8961	1.7374
-21.20	1.263	0.7341	0.15379	172.74	384.54	211.81	0.8966	1.7373
-21.10	1.268	0.7343	0.15316	172.86	384.61	211.74	0.8971	1.7372
-21.00	1.274	0.7345	0.15253	172.99	384.67	211.68	0.8976	1.7371
-20.90	1.279	0.7346	0.15190	173.11	384.73	211.62	0.8981	1.7370
-20.80	1.285	0.7348	0.15128	173.24	384.79	211.55	0.8986	1.7369
-20.70	1.290	0.7350	0.15066	173.36	384.85	211.49	0.8991	1.7368
-20.60	1.296	0.7351	0.15005	173.49	384.91	211.43	0.8996	1.7368
-20.50	1.301	0.7353	0.14943	173.61	384.97	211.36	0.9001	1.7367
-20.40	1.307	0.7355	0.14882	173.74	385.03	211.30	0.9006	1.7366
-20.30	1.313	0.7356	0.14821	173.86	385.10	211.23	0.9011	1.7365
-20.20	1.318	0.7358	0.14761	173.99	385.16	211.17	0.9016	1.7364
-20.10	1.324	0.7360	0.14701	174.11	385.22	211.11	0.9021	1.7363
-20.00	1.330	0.7361	0.14641	174.24	385.28	211.04	0.9025	1.7362
-19.90	1.336	0.7363	0.14582	174.36	385.34	210.98	0.9030	1.7361
-19.80	1.341	0.7364	0.14522	174.49	385.40	210.91	0.9035	1.7360
-19.70	1.347	0.7366	0.14463	174.61	385.46	210.85	0.9040	1.7359
-19.60	1.353	0.7368	0.14405	174.74	385.52	210.79	0.9045	1.7359
-19.50	1.359	0.7369	0.14346	174.86	385.58	210.72	0.9050	1.7358
-19.40	1.365	0.7371	0.14288	174.99	385.65	210.66	0.9055	1.7357
-19.30	1.370	0.7373	0.14230	175.11	385.71	210.59	0.9060	1.7356
-19.20	1.376	0.7374	0.14173	175.24	385.77	210.53	0.9065	1.7355
-19.10	1.382	0.7376	0.14116	175.36	385.83	210.46	0.9070	1.7354
-19.00	1.388	0.7378	0.14059	175.49	385.89	210.40	0.9075	1.7353
-18.90	1.394	0.7379	0.14002	175.61	385.95	210.34	0.9080	1.7352
-18.80	1.400	0.7381	0.13946	175.74	386.01	210.27	0.9085	1.7351
-18.70	1.406	0.7383	0.13889	175.87	386.07	210.21	0.9089	1.7351
-18.60	1.412	0.7384	0.13834	175.99	386.13	210.14	0.9094	1.7350
-18.50	1.418	0.7386	0.13778	176.12	386.19	210.08	0.9099	1.7349
-18.40	1.424	0.7388	0.13723	176.24	386.25	210.01	0.9104	1.7348
-18.30	1.430	0.7389	0.13667	176.37	386.32	209.95	0.9109	1.7347
-18.20	1.436	0.7391	0.13613	176.49	386.38	209.88	0.9114	1.7346
-18.10	1.442	0.7393	0.13558	176.62	386.44	209.82	0.9119	1.7345
-18.00	1.448	0.7394	0.13504	176.75	386.50	209.75	0.9124	1.7345
-17.90	1.454	0.7396	0.13450	176.87	386.56	209.69	0.9129	1.7344
-17.80	1.461	0.7398	0.13396	177.00	386.62	209.62	0.9134	1.7343
-17.70	1.467	0.7399	0.13343	177.12	386.68	209.56	0.9139	1.7342
-17.60	1.473	0.7401	0.13289	177.25	386.74	209.49	0.9144	1.7341
-17.50	1.479	0.7403	0.13236	177.38	386.80	209.43	0.9148	1.7340
-17.40	1.485	0.7405	0.13184	177.50	386.86	209.36	0.9153	1.7339
-17.30	1.492	0.7406	0.13131	177.63	386.92	209.30	0.9158	1.7339
-17.20	1.498	0.7408	0.13079	177.75	386.98	209.23	0.9163	1.7338
-17.10	1.504	0.7410	0.13027	177.88	387.05	209.17	0.9168	1.7337
-17.00	1.511	0.7411	0.12975	178.01	387.11	209.10	0.9173	1.7336
-16.90	1.517	0.7413	0.12924	178.13	387.17	209.03	0.9178	1.7335
-16.80	1.523	0.7415	0.12873	178.26	387.23	208.97	0.9183	1.7334
-16.70	1.530	0.7416	0.12822	178.39	387.29	208.90	0.9188	1.7334
-16.60	1.536	0.7418	0.12771	178.51	387.35	208.84	0.9193	1.7333
-16.50	1.542	0.7420	0.12720	178.64	387.41	208.77	0.9198	1.7332
-16.40	1.549	0.7421	0.12670	178.76	387.47	208.71	0.9202	1.7331
-16.30	1.555	0.7423	0.12620	178.89	387.53	208.64	0.9207	1.7330
-16.20	1.562	0.7425	0.12570	179.02	387.59	208.57	0.9212	1.7330
-16.10	1.568	0.7427	0.12521	179.14	387.65	208.51	0.9217	1.7329
-16.00	1.575	0.7428	0.12471	179.27	387.71	208.44	0.9222	1.7328
-15.90	1.581	0.7430	0.12422	179.40	387.77	208.38	0.9227	1.7327
-15.80	1.588	0.7432	0.12374	179.52	387.83	208.31	0.9232	1.7326
-15.70	1.595	0.7433	0.12325	179.65	387.89	208.24	0.9237	1.7325
-15.60	1.601	0.7435	0.12277	179.78	387.95	208.18	0.9242	1.7325
-15.50	1.608	0.7437	0.12228	179.90	388.02	208.11	0.9247	1.7324
-15.40	1.614	0.7438	0.12180	180.03	388.08	208.04	0.9251	1.7323
-15.30	1.621	0.7440	0.12133	180.16	388.14	207.98	0.9256	1.7322
-15.20	1.628	0.7442	0.12085	180.28	388.20	207.91	0.9261	1.7321
-15.10	1.635	0.7444	0.12038	180.41	388.26	207.85	0.9266	1.7321
-15.00	1.641	0.7445	0.11991	180.54	388.32	207.78	0.9271	1.7320
-14.90	1.648	0.7447	0.11944	180.67	388.38	207.71	0.9276	1.7319
-14.80	1.655	0.7449	0.11898	180.79	388.44	207.65	0.9281	1.7318
-14.70	1.662	0.7451	0.11851	180.92	388.50	207.58	0.9286	1.7317
-14.60	1.668	0.7452	0.11805	181.05	388.56	207.51	0.9291	1.7317
-14.50	1.675	0.7454	0.11759	181.17	388.62	207.45	0.9296	1.7316
-14.40	1.682	0.7456	0.11713	181.30	388.68	207.38	0.9300	1.7315
-14.30	1.689	0.7457	0.11668	181.43	388.74	207.31	0.9305	1.7314
-14.20	1.696	0.7459	0.11623	181.56	388.80	207.24	0.9310	1.7314
-14.10	1.703	0.7461	0.11578	181.68	388.86	207.18	0.9315	1.7313
-14.00	1.710	0.7463	0.11533	181.81	388.92	207.11	0.9320	1.7312
-13.90	1.717	0.7464	0.11488	181.94	388.98	207.04	0.9325	1.7311
-13.80	1.724	0.7466	0.11444	182.07	389.04	206.98	0.9330	1.7310
-13.70	1.731	0.7468	0.11399	182.19	389.10	206.91	0.9335	1.7310
-13.60	1.738	0.7470	0.11355	182.32	389.16	206.84	0.9340	1.7309
-13.50	1.745	0.7471	0.11311	182.45	389.22	206.77	0.9344	1.7308
-13.40	1.752	0.7473	0.11268	182.58	389.28	206.71	0.9349	1.7307
-13.30	1.759	0.7475	0.11224	182.70	389.34	206.64	0.9354	1.7307
-13.20	1.766	0.7477	0.11181	182.83	389.40	206.57	0.9359	1.7306
-13.10	1.774	0.7478	0.11138	182.96	389.46	206.51	0.9364	1.7305
-13.00	1.781	0.7480	0.11095	183.09	389.52	206.44	0.9369	1.7304
-12.90	1.788	0.7482	0.11053	183.21	389.58	206.37	0.9374	1.7304
-12.80	1.795	0.7484	0.11010	183.34	389.64	206.30	0.9379	1.7303
-12.70	1.803	0.7485	0.10968	183.47	389.70	206.23	0.9384	1.7302
-12.60	1.810	0.7487	0.10926	183.60	389.76	206.17	0.9388	1.7301
-12.50	1.817	0.7489	0.10884	183.72	389.82	206.10	0.9393	1.7301
-12.40	1.824	0.7491	0.10842	183.85	389.88	206.03	0.9398	1.7300
-12.30	1.832	0.7492	0.10801	183.98	389.94	205.96	0.9403	1.7299
-12.20	1.839	0.7494	0.10760	184.11	390.00	205.90	0.9408	1.7298
-12.10	1.847	0.7496	0.10719	184.24	390.06	205.83	0.9413	1.7298
-12.00	1.854	0.7498	0.10678	184.36	390.12	205.76	0.9418	1.7297
-11.90	1.861	0.7499	0.10637	184.49	390.18	205.69	0.9423	1.7296
-11.80	1.869	0.7501	0.10597	184.62	390.24	205.62	0.9428	1.7295
-11.70	1.876	0.7503	0.10556	184.75	390.30	205.55	0.9432	1.7295
-11.60	1.884	0.7505	0.10516	184.88	390.36	205.49	0.9437	1.7294
-11.50	1.891	0.7506	0.10476	185.01	390.42	205.42	0.9442	1.7293
-11.40	1.899	0.7508	0.10436	185.13	390.48	205.35	0.9447	1.7292
-11.30	1.907	0.7510	0.10397	185.26	390.54	205.28	0.9452	1.7292
-11.20	1.914	0.7512	0.10357	185.39	390.60	205.21	0.9457	1.7291
-11.10	1.922	0.7513	0.10318	185.52	390.66	205.14	0.9462	1.7290
-11.00	1.929	0.7515	0.10279	185.65	390.72	205.08	0.9467	1.7289
-10.90	1.937	0.7517	0.10240	185.78	390.78	205.01	0.9471	1.7289
-10.80	1.945	0.7519	0.10201	185.90	390.84	204.94	0.9476	1.7288
-10.70	1.953	0.7521	0.10163	186.03	390.90	204.87	0.9481	1.7287
-10.60	1.960	0.7522	0.10125	186.16	390.96	204.80	0.9486	1.7287
-10.50	1.968	0.7524	0.10086	186.29	391.02	204.73	0.9491	1.7286
-10.40	1.976	0.7526	0.10048	186.42	391.08	204.66	0.9496	1.7285
-10.30	1.984	0.7528	0.10011	186.55	391.14	204.59	0.9501	1.7284
-10.20	1.992	0.7530	0.09973	186.68	391.20	204.53	0.9506	1.7284
-10.10	1.999	0.7531	0.09935	186.81	391.26	204.46	0.9510	1.7283
-10.00	2.007	0.7533	0.09898	186.93	391.32	204.39	0.9515	1.7282
-9.90	2.015	0.7535	0.09861	187.06	391.38	204.32	0.9520	1.7282
-9.80	2.023	0.7537	0.09824	187.19	391.44	204.25	0.9525	1.7281
-9.70	2.031	0.7539	0.09787	187.32	391.50	204.18	0.9530	1.7280
-9.60	2.039	0.7540	0.09750	187.45	391.56	204.11	0.9535	1.7279
-9.50	2.047	0.7542	0.09714	187.58	391.62	204.04	0.9540	1.7279
-9.40	2.055	0.7544	0.09678	187.71	391.68	203.97	0.9545	1.7278
-9.30	2.063	0.7546	0.09642	187.84	391.74	203.90	0.9549	1.7277
-9.20	2.071	0.7548	0.09606	187.97	391.80	203.83	0.9554	1.7277
-9.10	2.079	0.7549	0.09570	188.09	391.86	203.76	0.9559	1.7276
-9.00	2.088	0.7551	0.09534	188.22	391.92	203.69	0.9564	1.7275
-8.90	2.096	0.7553	0.09499	188.35	391.98	203.62	0.9569	1.7275
-8.80	2.104	0.7555	0.09463	188.48	392.04	203.55	0.9574	1.7274
-8.70	2.112	0.7557	0.09428	188.61	392.10	203.48	0.9579	1.7273
-8.60	2.120	0.7558	0.09393	188.74	392.15	203.41	0.9584	1.7273
-8.50	2.129	0.7560	0.09358	188.87	392.21	203.34	0.9588	1.7272
-8.40	2.137	0.7562	0.09323	189.00	392.27	203.27	0.9593	1.7271
-8.30	2.145	0.7564	0.09289	189.13	392.33	203.20	0.9598	1.7271
-8.20	2.154	0.7566	0.09254	189.26	392.39	203.13	0.9603	1.7270
-8.10	2.162	0.7567	0.09220	189.39	392.45	203.06	0.9608	1.7269
-8.00	2.170	0.7569	0.09186	189.52	392.51	202.99	0.9613	1.7269
-7.90	2.179	0.7571	0.09152	189.65	392.57	202.92	0.9618	1.7268
-7.80	2.187	0.7573	0.09118	189.78	392.63	202.85	0.9622	1.7267
-7.70	2.196	0.7575	0.09085	189.91	392.69	202.78	0.9627	1.7267
-7.60	2.204	0.7577	0.09051	190.04	392.75	202.71	0.9632	1.7266
-7.50	2.213	0.7578	0.09018	190.17	392.81	202.64	0.9637	1.7265
-7.40	2.221	0.7580	0.08984	190.30	392.87	202.57	0.9642	1.7265
-7.30	2.230	0.7582	0.08951	190.43	392.93	202.50	0.9647	1.7264
-7.20	2.238	0.7584	0.08918	190.56	392.99	202.43	0.9652	1.7263
-7.10	2.247	0.7586	0.08886	190.69	393.04	202.36	0.9656	1.7263
-7.00	2.256	0.7588	0.08853	190.82	393.10	202.29	0.9661	1.7262
-6.90	2.264	0.7589	0.08821	190.95	393.16	202.22	0.9666	1.7261
-6.80	2.273	0.7591	0.08788	191.08	393.22	202.15	0.9671	1.7261
-6.70	2.282	0.7593	0.08756	191.21	393.28	202.08	0.9676	1.7260
-6.60	2.291	0.7595	0.08724	191.34	393.34	202.01	0.9681	1.7259
-6.50	2.299	0.7597	0.08692	191.47	393.40	201.93	0.9686	1.7259
-6.40	2.308	0.7599	0.08660	191.60	393.46	201.86	0.9690	1.7258
-6.30	2.317	0.7601	0.08629	191.73	393.52	201.79	0.9695	1.7257
-6.20	2.326	0.7602	0.08597	191.86	393.58	201.72	0.9700	1.7257
-6.10	2.335	0.7604	0.08566	191.99	393.64	201.65	0.9705	1.7256
-6.00	2.344	0.7606	0.08535	192.12	393.70	201.58	0.9710	1.7255
-5.90	2.353	0.7608	0.08504	192.25	393.75	201.51	0.9715	1.7255
-5.80	2.361	0.7610	0.08473	192.38	393.81	201.44	0.9720	1.7254
-5.70	2.370	0.7612	0.08442	192.51	393.87	201.36	0.9724	1.7253
-5.60	2.379	0.7614	0.08411	192.64	393.93	201.29	0.9729	1.7253
-5.50	2.389	0.7615	0.08381	192.77	393.99	201.22	0.9734	1.7252
-5.40	2.398	0.7617	0.08350	192.90	394.05	201.15	0.9739	1.7252
-5.30	2.407	0.7619	0.08320	193.03	394.11	201.08	0.9744	1.7251
-5.20	2.416	0.7621	0.08290	193.16	394.17	201.01	0.9749	1.7250
-5.10	2.425	0.7623	0.08260	193.29	394.23	200.94	0.9753	1.7250
-5.00	2.434	0.7625	0.08230	193.42	394.28	200.86	0.9758	1.7249
-4.90	2.443	0.7627	0.08200	193.55	394.34	200.79	0.9763	1.7248
-4.80	2.453	0.7629	0.08171	193.68	394.40	200.72	0.9768	1.7248
-4.70	2.462	0.7630	0.08141	193.81	394.46	200.65	0.9773	1.7247
-4.60	2.471	0.7632	0.08112	193.94	394.52	200.58	0.9778	1.7247
-4.50	2.480	0.7634	0.08082	194.07	394.58	200.50	0.9783	1.7246
-4.40	2.490	0.7636	0.08053	194.21	394.64	200.43	0.9787	1.7245
-4.30	2.499	0.7638	0.08024	194.34	394.70	200.36	0.9792	1.7245
-4.20	2.508	0.7640	0.07995	194.47	394.75	200.29	0.9797	1.7244
-4.10	2.518	0.7642	0.07967	194.60	394.81	200.21	0.9802	1.7243
-4.00	2.527	0.7644	0.07938	194.73	394.87	200.14	0.9807	1.7243
-3.90	2.537	0.7646	0.07910	194.86	394.93	200.07	0.9812	1.7242
-3.80	2.546	0.7647	0.07881	194.99	394.99	200.00	0.9816	1.7242
-3.70	2.556	0.7649	0.07853	195.12	395.05	199.93	0.9821	1.7241
-3.60	2.565	0.7651	0.07825	195.25	395.11	199.85	0.9826	1.7240
-3.50	2.575	0.7653	0.07797	195.39	395.16	199.78	0.9831	1.7240
-3.40	2.585	0.7655	0.07769	195.52	395.22	199.71	0.9836	1.7239
-3.30	2.594	0.7657	0.07741	195.65	395.28	199.63	0.9841	1.7239
-3.20	2.604	0.7659	0.07714	195.78	395.34	199.56	0.9845	1.7238
-3.10	2.614	0.7661	0.07686	195.91	395.40	199.49	0.9850	1.7237
-3.00	2.623	0.7663	0.07659	196.04	395.46	199.42	0.9855	1.7237
-2.90	2.633	0.7665	0.07631	196.17	395.52	199.34	0.9860	1.7236
-2.80	2.643	0.7666	0.07604	196.30	395.57	199.27	0.9865	1.7236
-2.70	2.653	0.7668	0.07577	196.44	395.63	199.20	0.9870	1.7235
-2.60	2.662	0.7670	0.07550	196.57	395.69	199.12	0.9874	1.7234
-2.50	2.672	0.7672	0.07523	196.70	395.75	199.05	0.9879	1.7234
-2.40	2.682	0.7674	0.07497	196.83	395.81	198.98	0.9884	1.7233
-2.30	2.692	0.7676	0.07470	196.96	395.87	198.90	0.9889	1.7233
-2.20	2.702	0.7678	0.07444	197.09	395.92	198.83	0.9894	1.7232
-2.10	2.712	0.7680	0.07417	197.23	395.98	198.76	0.9899	1.7232
-2.00	2.722	0.7682	0.07391	197.36	396.04	198.68	0.9903	1.7231
-1.90	2.732	0.7684	0.07365	197.49	396.10	198.61	0.9908	1.7230
-1.80	2.742	0.7686	0.07339	197.62	396.16	198.54	0.9913	1.7230
-1.70	2.752	0.7688	0.07313	197.75	396.22	198.46	0.9918	1.7229
-1.60	2.762	0.7690	0.07287	197.88	396.27	198.39	0.9923	1.7229
-1.50	2.773	0.7691	0.07261	198.02	396.33	198.32	0.9928	1.7228
-1.40	2.783	0.7693	0.07236	198.15	396.39	198.24	0.9932	1.7227
-1.30	2.793	0.7695	0.07210	198.28	396.45	198.17	0.9937	1.7227
-1.20	2.803	0.7697	0.07185	198.41	396.51	198.09	0.9942	1.7226
-1.10	2.813	0.7699	0.07160	198.54	396.57	198.02	0.9947	1.7226
-1.00	2.824	0.7701	0.07135	198.68	396.62	197.95	0.9952	1.7225
-0.90	2.834	0.7703	0.07109	198.81	396.68	197.87	0.9957	1.7225
-0.80	2.844	0.7705	0.07085	198.94	396.74	197.80	0.9961	1.7224
-0.70	2.855	0.7707	0.07060	199.07	396.80	197.72	0.9966	1.7224
-0.60	2.865	0.7709	0.07035	199.21	396.86	197.65	0.9971	1.7223
-0.50	2.876	0.7711	0.07010	199.34	396.91	197.58	0.9976	1.7222
-0.40	2.886	0.7713	0.06986	199.47	396.97	197.50	0.9981	1.7222
-0.30	2.897	0.7715	0.06961	199.60	397.03	197.43	0.9986	1.7221
-0.20	2.907	0.7717	0.06937	199.74	397.09	197.35	0.9990	1.7221
-0.10	2.918	0.7719	0.06913	199.87	397.15	197.28	0.9995	1.7220
0.00	2.928	0.7721	0.06889	200.00	397.20	197.20	1.0000	1.7220
0.10	2.939	0.7723	0.06865	200.13	397.26	197.13	1.0005	1.7219
0.20	2.949	0.7725	0.06841	200.27	397.32	197.05	1.0010	1.7218
0.30	2.960	0.7727	0.06817	200.40	397.38	196.98	1.0014	1.7218
0.40	2.971	0.7729	0.06793	200.53	397.43	196.90	1.0019	1.7217
0.50	2.982	0.7731	0.06770	200.66	397.49	196.83	1.0024	1.7217
0.60	2.992	0.7733	0.06746	200.80	397.55	196.75	1.0029	1.7216
0.70	3.003	0.7735	0.06723	200.93	397.61	196.68	1.0034	1.7216
0.80	3.014	0.7736	0.06699	201.06	397.67	196.60	1.0039	1.7215
0.90	3.025	0.7738	0.06676	201.19	397.72	196.53	1.0043	1.7215
1.00	3.036	0.7740	0.06653	201.33	397.78	196.45	1.0048	1.7214
1.10	3.047	0.7742	0.06630	201.46	397.84	196.38	1.0053	1.7214
1.20	3.058	0.7744	0.06607	201.59	397.90	196.30	1.0058	1.7213
1.30	3.069	0.7746	0.06584	201.73	397.95	196.23	1.0063	1.7213
1.40	3.080	0.7748	0.06561	201.86	398.01	196.15	1.0067	1.7212
1.50	3.091	0.7750	0.06539	201.99	398.07	196.08	1.0072	1.7211
1.60	3.102	0.7752	0.06516	202.12	398.13	196.00	1.0077	1.7211
1.70	3.113	0.7754	0.06494	202.26	398.18	195.93	1.0082	1.7210
1.80	3.124	0.7756	0.06471	202.39	398.24	195.85	1.0087	1.7210
1.90	3.135	0.7758	0.06449	202.52	398.30	195.78	1.0091	1.7209
2.00	3.146	0.7760	0.06427	202.66	398.36	195.70	1.0096	1.7209
2.10	3.157	0.7762	0.06405	202.79	398.41	195.62	1.0101	1.7208
2.20	3.169	0.7764	0.06383	202.92	398.47	195.55	1.0106	1.7208
2.30	3.180	0.7766	0.06361	203.06	398.53	195.47	1.0111	1.7207
2.40	3.191	0.7768	0.06339	203.19	398.59	195.40	1.0116	1.7207
2.50	3.203	0.7770	0.06317	203.32	398.64	195.32	1.0120	1.7206
2.60	3.214	0.7772	0.06295	203.46	398.70	195.24	1.0125	1.7206
2.70	3.225	0.7774	0.06274	203.59	398.76	195.17	1.0130	1.7205
2.80	3.237	0.7776	0.06252	203.72	398.82	195.09	1.0135	1.7205
2.90	3.248	0.7778	0.06231	203.86	398.87	195.02	1.0140	1.7204
3.00	3.260	0.7781	0.06210	203.99	398.93	194.94	1.0144	1.7204
3.10	3.271	0.7783	0.06189	204.13	398.99	194.86	1.0149	1.7203
3.20	3.283	0.7785	0.06167	204.26	399.05	194.79	1.0154	1.7203
3.30	3.294	0.7787	0.06146	204.39	399.10	194.71	1.0159	1.7202
3.40	3.306	0.7789	0.06125	204.53	399.16	194.63	1.0164	1.7202
3.50	3.318	0.7791	0.06105	204.66	399.22	194.56	1.0168	1.7201
3.60	3.329	0.7793	0.06084	204.79	399.27	194.48	1.0173	1.7201
3.70	3.341	0.7795	0.06063	204.93	399.33	194.40	1.0178	1.7200
3.80	3.353	0.7797	0.06042	205.06	399.39	194.33	1.0183	1.7200
3.90	3.365	0.7799	0.06022	205.20	399.45	194.25	1.0188	1.7199
4.00	3.376	0.7801	0.06001	205.33	399.50	194.17	1.0192	1.7199
4.10	3.388	0.7803	0.05981	205.46	399.56	194.10	1.0197	1.7198
4.20	3.400	0.7805	0.05961	205.60	399.62	194.02	1.0202	1.7197
4.30	3.412	0.7807	0.05941	205.73	399.67	193.94	1.0207	1.7197
4.40	3.424	0.7809	0.05920	205.87	399.73	193.87	1.0212	1.7197
4.50	3.436	0.7811	0.05900	206.00	399.79	193.79	1.0216	1.7196
4.60	3.448	0.7813	0.05881	206.13	399.85	193.71	1.0221	1.7196
4.70	3.460	0.7815	0.05861	206.27	399.90	193.63	1.0226	1.7195
4.80	3.472	0.7817	0.05841	206.40	399.96	193.56	1.0231	1.7195
4.90	3.484	0.7819	0.05821	206.54	400.02	193.48	1.0236	1.7194
5.00	3.496	0.7821	0.05801	206.67	400.07	193.40	1.0240	1.7194
5.10	3.509	0.7823	0.05782	206.81	400.13	193.32	1.0245	1.7193
5.20	3.521	0.7826	0.05762	206.94	400.19	193.25	1.0250	1.7193
5.30	3.533	0.7828	0.05743	207.07	400.24	193.17	1.0255	1.7192
5.40	3.545	0.7830	0.05724	207.21	400.30	193.09	1.0260	1.7192
5.50	3.557	0.7832	0.05704	207.34	400.36	193.01	1.0264	1.7191
5.60	3.570	0.7834	0.05685	207.48	400.41	192.94	1.0269	1.7191
5.70	3.582	0.7836	0.05666	207.61	400.47	192.86	1.0274	1.7190
5.80	3.595	0.7838	0.05647	207.75	400.53	192.78	1.0279	1.7190
5.90	3.607	0.7840	0.05628	207.88	400.58	192.70	1.0284	1.7189
6.00	3.619	0.7842	0.05609	208.02	400.64	192.62	1.0288	1.7189
6.10	3.632	0.7844	0.05591	208.15	400.70	192.55	1.0293	1.7188
6.20	3.644	0.7846	0.05572	208.29	400.75	192.47	1.0298	1.7188
6.30	3.657	0.7848	0.05553	208.42	400.81	192.39	1.0303	1.7187
6.40	3.670	0.7850	0.05535	208.56	400.87	192.31	1.0307	1.7187
6.50	3.682	0.7853	0.05516	208.69	400.92	192.23	1.0312	1.7186
6.60	3.695	0.7855	0.05498	208.83	400.98	192.15	1.0317	1.7186
6.70	3.708	0.7857	0.05480	208.96	401.04	192.08	1.0322	1.7185
6.80	3.720	0.7859	0.05461	209.10	401.09	192.00	1.0327	1.7185
6.90	3.733	0.7861	0.05443	209.23	401.15	191.92	1.0331	1.7184
